controller_mode,method_label,episodes,mean_rms_altitude_error_m,std_rms_altitude_error_m,ci95_rms_altitude_error_m,mean_rms_airspeed_error_mps,std_rms_airspeed_error_mps,ci95_rms_airspeed_error_mps,mean_rms_reference_error_m,std_rms_reference_error_m,ci95_rms_reference_error_m,mean_mean_reference_error_m,std_mean_reference_error_m,ci95_mean_reference_error_m,mean_max_reference_error_m,std_max_reference_error_m,ci95_max_reference_error_m,mean_control_energy_integral,std_control_energy_integral,ci95_control_energy_integral,mean_saturation_time_fraction,std_saturation_time_fraction,ci95_saturation_time_fraction,mean_min_airspeed_after_10s_mps,std_min_airspeed_after_10s_mps,ci95_min_airspeed_after_10s_mps,mean_max_abs_roll_rad,std_max_abs_roll_rad,ci95_max_abs_roll_rad,mean_max_abs_pitch_rad,std_max_abs_pitch_rad,ci95_max_abs_pitch_rad,mean_max_abs_load_factor_nz,std_max_abs_load_factor_nz,ci95_max_abs_load_factor_nz,mean_mean_abs_load_factor_nz,std_mean_abs_load_factor_nz,ci95_mean_abs_load_factor_nz,mean_safety_time_fraction,std_safety_time_fraction,ci95_safety_time_fraction,mean_safety_violations,std_safety_violations,ci95_safety_violations,mean_q_episode_return,std_q_episode_return,ci95_q_episode_return,mean_q_table_size,std_q_table_size,ci95_q_table_size,mean_q_updates,std_q_updates,ci95_q_updates,mean_residual_active_fraction,std_residual_active_fraction,ci95_residual_active_fraction,mean_mean_hard_condition_score,std_mean_hard_condition_score,ci95_mean_hard_condition_score,mean_mean_hjb_value,std_mean_hjb_value,ci95_mean_hjb_value,mean_mean_hjb_advantage,std_mean_hjb_advantage,ci95_mean_hjb_advantage,mean_mean_hjb_stage_cost,std_mean_hjb_stage_cost,ci95_mean_hjb_stage_cost,mean_shield_active_fraction,std_shield_active_fraction,ci95_shield_active_fraction,mean_mean_candidate_count,std_mean_candidate_count,ci95_mean_candidate_count
online_q_learning,Baseline + tabular Q residual,20,65.81936258515708,13.474714986812169,6.0589707896964935,15.085585555597552,1.581681679600856,0.7112108200194961,88.80906198339854,170.2427820858903,76.55049066526527,61.87453576239244,117.98069803402433,53.0505917071922,204.49164586144406,374.8089313400176,168.5346494474378,6.524208764008111,2.5077852601340553,1.1276377758531266,0.0,0.0,0.0,46.791627599365924,7.262087816788749,3.2654329236052706,0.9418852719932846,0.2595934520914362,0.11672745174631673,0.3031319922546839,0.011554710782445302,0.005195631609480892,6.843593096405715,0.8395890825549608,0.37752529322715367,1.113636553950746,0.18575108490128642,0.083523874061368,0.00308989898989899,0.009406949771833319,0.004229880479361761,16.85,51.76994784621673,23.27860753205782,-5830.811583403804,4611.1173023902975,2073.4112053865856,17.25,10.148275715608046,4.563221276801359,5025.0,486.69805834829464,218.84613676952893,0.9128832323232322,0.10025469769745007,0.04508000989061438,2.9587447561251716,1.3543186269450487,0.608975923322533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0298826262626264,0.1388527536991461,0.0624358125240824
